fold,sample_id,obj_name,baseline_miou,original_miou,support_fg_miou,original_iter,support_fg_iter,support_fg_fallback,original_non_degraded,support_fg_non_degraded,delta_support_fg_vs_original,delta_original_vs_baseline,delta_support_fg_vs_baseline
2,fold2:201_class-18,201_class-18,0.67497939,0.67495203,0.67495203,2,2,0,0,0,0.00000000,-0.00002736,-0.00002736
2,fold2:202_class-10,202_class-10,0.89319336,0.84841138,0.84841138,4,4,0,0,0,0.00000000,-0.04478198,-0.04478198
2,fold2:203_class-26,203_class-26,0.48062852,0.48062852,0.48062852,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:204_class-34,204_class-34,0.47057566,0.44290629,0.47057566,5,0,1,0,1,0.02766937,-0.02766937,0.00000000
2,fold2:205_class-50,205_class-50,0.40303886,0.40303886,0.40303886,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:206_class-26,206_class-26,0.43116158,0.47507492,0.43116158,5,0,1,1,1,-0.04391333,0.04391333,0.00000000
2,fold2:207_class-26,207_class-26,0.40777174,0.49222744,0.49222744,5,5,0,1,1,0.00000000,0.08445570,0.08445570
2,fold2:208_class-18,208_class-18,0.93637681,0.93637681,0.93637681,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:209_class-6,209_class-6,0.64130831,0.63427079,0.64130831,2,0,1,0,1,0.00703752,-0.00703752,0.00000000
2,fold2:210_class-66,210_class-66,0.21253596,0.33403274,0.21253596,3,0,1,1,1,-0.12149678,0.12149678,0.00000000
2,fold2:211_class-14,211_class-14,0.94516265,0.94522333,0.94516265,2,0,1,1,1,-0.00006068,0.00006068,0.00000000
2,fold2:212_class-2,212_class-2,0.37675962,0.19336642,0.37675962,4,0,1,0,1,0.18339320,-0.18339320,0.00000000
2,fold2:213_class-70,213_class-70,0.77293897,0.44941005,0.44941005,3,3,0,0,0,0.00000000,-0.32352892,-0.32352892
2,fold2:214_class-62,214_class-62,0.25151309,0.25120005,0.25151309,1,0,1,0,1,0.00031304,-0.00031304,0.00000000
2,fold2:215_class-54,215_class-54,0.34248319,0.39047554,0.39047554,1,1,0,1,1,0.00000000,0.04799235,0.04799235
2,fold2:216_class-34,216_class-34,0.14755850,0.68974191,0.68974191,2,2,0,1,1,0.00000000,0.54218341,0.54218341
2,fold2:217_class-62,217_class-62,0.22546622,0.37775600,0.22546622,4,0,1,1,1,-0.15228978,0.15228978,0.00000000
2,fold2:218_class-22,218_class-22,0.56207204,0.93680179,0.56207204,2,0,1,1,1,-0.37472975,0.37472975,0.00000000
2,fold2:219_class-6,219_class-6,0.96180499,0.94591022,0.96180499,1,0,1,0,1,0.01589477,-0.01589477,0.00000000
2,fold2:220_class-58,220_class-58,0.44270918,0.43409833,0.44270918,1,0,1,0,1,0.00861084,-0.00861084,0.00000000
2,fold2:221_class-34,221_class-34,0.62210655,0.63781714,0.63781714,5,5,0,1,1,0.00000000,0.01571059,0.01571059
2,fold2:222_class-26,222_class-26,0.79743135,0.82294428,0.79743135,1,0,1,1,1,-0.02551293,0.02551293,0.00000000
2,fold2:223_class-78,223_class-78,0.34676135,0.34677625,0.34676135,4,0,1,1,1,-0.00001490,0.00001490,0.00000000
2,fold2:224_class-62,224_class-62,0.95006466,0.97920609,0.95006466,1,0,1,1,1,-0.02914143,0.02914143,0.00000000
2,fold2:225_class-38,225_class-38,0.85867584,0.85867584,0.85867584,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:226_class-74,226_class-74,0.88649815,0.80902535,0.80902535,2,2,0,0,0,0.00000000,-0.07747281,-0.07747281
2,fold2:227_class-6,227_class-6,0.95936930,0.95808291,0.95936930,3,0,1,0,1,0.00128639,-0.00128639,0.00000000
2,fold2:228_class-6,228_class-6,0.23859510,0.67267334,0.23859510,3,0,1,1,1,-0.43407825,0.43407825,0.00000000
2,fold2:229_class-2,229_class-2,0.42590114,0.43321693,0.42590114,4,0,1,1,1,-0.00731578,0.00731578,0.00000000
2,fold2:230_class-22,230_class-22,0.24298610,0.24831733,0.24831733,2,2,0,1,1,0.00000000,0.00533123,0.00533123
2,fold2:231_class-26,231_class-26,0.44062114,0.44062114,0.44062114,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:232_class-46,232_class-46,0.44635963,0.40251338,0.44635963,2,0,1,0,1,0.04384625,-0.04384625,0.00000000
2,fold2:233_class-42,233_class-42,0.59715688,0.59031546,0.59031546,2,2,0,0,0,0.00000000,-0.00684142,-0.00684142
2,fold2:234_class-2,234_class-2,0.62413692,0.59686297,0.62413692,1,0,1,0,1,0.02727395,-0.02727395,0.00000000
2,fold2:235_class-42,235_class-42,0.44395396,0.45627859,0.45627859,2,2,0,1,1,0.00000000,0.01232463,0.01232463
2,fold2:236_class-66,236_class-66,0.47494885,0.64895356,0.64895356,3,3,0,1,1,0.00000000,0.17400470,0.17400470
2,fold2:237_class-66,237_class-66,0.53225094,0.42933998,0.42933998,1,1,0,0,0,0.00000000,-0.10291097,-0.10291097
2,fold2:238_class-42,238_class-42,0.48676944,0.62883765,0.62883765,1,1,0,1,1,0.00000000,0.14206821,0.14206821
2,fold2:239_class-34,239_class-34,0.64104062,0.64104062,0.64104062,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:240_class-62,240_class-62,0.78527147,0.98767936,0.98767936,2,2,0,1,1,0.00000000,0.20240790,0.20240790
2,fold2:241_class-38,241_class-38,0.72058940,0.70749855,0.72058940,3,0,1,0,1,0.01309085,-0.01309085,0.00000000
2,fold2:242_class-46,242_class-46,0.18855298,0.54596949,0.54596949,2,2,0,1,1,0.00000000,0.35741651,0.35741651
2,fold2:243_class-50,243_class-50,0.33320707,0.43679553,0.43679553,2,2,0,1,1,0.00000000,0.10358846,0.10358846
2,fold2:244_class-30,244_class-30,0.46086031,0.45919356,0.46086031,3,0,1,0,1,0.00166675,-0.00166675,0.00000000
2,fold2:245_class-10,245_class-10,0.55978507,0.55978507,0.55978507,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:246_class-14,246_class-14,0.93682122,0.93682122,0.93682122,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:247_class-74,247_class-74,0.68351734,0.77621555,0.68351734,2,0,1,1,1,-0.09269822,0.09269822,0.00000000
2,fold2:248_class-30,248_class-30,0.48197141,0.45184925,0.48197141,3,0,1,0,1,0.03012216,-0.03012216,0.00000000
2,fold2:249_class-30,249_class-30,0.37957194,0.51783001,0.51783001,5,5,0,1,1,0.00000000,0.13825807,0.13825807
2,fold2:250_class-58,250_class-58,0.38789460,0.44199923,0.44199923,1,1,0,1,1,0.00000000,0.05410463,0.05410463
2,fold2:251_class-34,251_class-34,0.42952922,0.44871685,0.44871685,1,1,0,1,1,0.00000000,0.01918763,0.01918763
2,fold2:252_class-10,252_class-10,0.94546217,0.94538993,0.94546217,2,0,1,0,1,0.00007224,-0.00007224,0.00000000
2,fold2:253_class-2,253_class-2,0.28202653,0.28202653,0.28202653,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:254_class-62,254_class-62,0.83643591,0.60210413,0.60210413,1,1,0,0,0,0.00000000,-0.23433179,-0.23433179
2,fold2:255_class-30,255_class-30,0.67605007,0.74687624,0.67605007,1,0,1,1,1,-0.07082617,0.07082617,0.00000000
2,fold2:256_class-70,256_class-70,0.35161409,0.35484341,0.35484341,2,2,0,1,1,0.00000000,0.00322932,0.00322932
2,fold2:257_class-78,257_class-78,0.36247784,0.36261570,0.36261570,2,2,0,1,1,0.00000000,0.00013787,0.00013787
2,fold2:258_class-58,258_class-58,0.47144416,0.58491862,0.58491862,3,3,0,1,1,0.00000000,0.11347446,0.11347446
2,fold2:259_class-18,259_class-18,0.57966560,0.57964814,0.57966560,1,0,1,0,1,0.00001746,-0.00001746,0.00000000
2,fold2:260_class-26,260_class-26,0.53376991,0.67072105,0.67072105,3,3,0,1,1,0.00000000,0.13695115,0.13695115
2,fold2:261_class-6,261_class-6,0.95136011,0.95160866,0.95136011,5,0,1,1,1,-0.00024855,0.00024855,0.00000000
2,fold2:262_class-14,262_class-14,0.47585383,0.80658323,0.47585383,3,0,1,1,1,-0.33072940,0.33072940,0.00000000
2,fold2:263_class-6,263_class-6,0.80402946,0.89950049,0.80402946,3,0,1,1,1,-0.09547102,0.09547102,0.00000000
2,fold2:264_class-46,264_class-46,0.53911269,0.76944095,0.76944095,4,4,0,1,1,0.00000000,0.23032826,0.23032826
2,fold2:265_class-22,265_class-22,0.89695799,0.89618397,0.89618397,3,3,0,0,0,0.00000000,-0.00077403,-0.00077403
2,fold2:266_class-70,266_class-70,0.42866087,0.38442889,0.38442889,1,1,0,0,0,0.00000000,-0.04423198,-0.04423198
2,fold2:267_class-14,267_class-14,0.53133625,0.66937602,0.66937602,3,3,0,1,1,0.00000000,0.13803977,0.13803977
2,fold2:268_class-66,268_class-66,0.76887983,0.81048584,0.81048584,1,1,0,1,1,0.00000000,0.04160601,0.04160601
2,fold2:269_class-38,269_class-38,0.53182393,0.46426317,0.46426317,1,1,0,0,0,0.00000000,-0.06756076,-0.06756076
2,fold2:270_class-30,270_class-30,0.33770111,0.33166781,0.33166781,1,1,0,0,0,0.00000000,-0.00603330,-0.00603330
2,fold2:271_class-22,271_class-22,0.23403847,0.20777009,0.23403847,4,0,1,0,1,0.02626838,-0.02626838,0.00000000
2,fold2:272_class-74,272_class-74,0.45361006,0.43907180,0.43907180,1,1,0,0,0,0.00000000,-0.01453826,-0.01453826
2,fold2:273_class-74,273_class-74,0.22273242,0.58725667,0.22273242,3,0,1,1,1,-0.36452425,0.36452425,0.00000000
2,fold2:274_class-70,274_class-70,0.44425955,0.44425955,0.44425955,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:275_class-70,275_class-70,0.57407910,0.61935282,0.61935282,4,4,0,1,1,0.00000000,0.04527372,0.04527372
2,fold2:276_class-14,276_class-14,0.18020871,0.18402860,0.18020871,2,0,1,1,1,-0.00381988,0.00381988,0.00000000
2,fold2:277_class-54,277_class-54,0.82997251,0.64869654,0.64869654,4,4,0,0,0,0.00000000,-0.18127596,-0.18127596
2,fold2:278_class-30,278_class-30,0.54523391,0.54523391,0.54523391,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:279_class-14,279_class-14,0.16314065,0.78707618,0.78707618,3,3,0,1,1,0.00000000,0.62393552,0.62393552
2,fold2:280_class-22,280_class-22,0.72995740,0.81029534,0.81029534,4,4,0,1,1,0.00000000,0.08033794,0.08033794
2,fold2:281_class-46,281_class-46,0.82475382,0.44999889,0.82475382,2,0,1,0,1,0.37475494,-0.37475494,0.00000000
2,fold2:282_class-74,282_class-74,0.97205663,0.97257376,0.97257376,5,5,0,1,1,0.00000000,0.00051713,0.00051713
2,fold2:283_class-6,283_class-6,0.70318878,0.83252978,0.83252978,1,1,0,1,1,0.00000000,0.12934101,0.12934101
2,fold2:284_class-2,284_class-2,0.47082332,0.59644198,0.59644198,2,2,0,1,1,0.00000000,0.12561867,0.12561867
2,fold2:285_class-70,285_class-70,0.02594674,0.02787423,0.02787423,4,4,0,1,1,0.00000000,0.00192749,0.00192749
2,fold2:286_class-74,286_class-74,0.39311430,0.45364559,0.45364559,3,3,0,1,1,0.00000000,0.06053129,0.06053129
2,fold2:287_class-34,287_class-34,0.43639711,0.53083730,0.53083730,3,3,0,1,1,0.00000000,0.09444019,0.09444019
2,fold2:288_class-42,288_class-42,0.51701450,0.46845978,0.46845978,3,3,0,0,0,0.00000000,-0.04855472,-0.04855472
2,fold2:289_class-78,289_class-78,0.91289985,0.93378472,0.91289985,1,0,1,1,1,-0.02088487,0.02088487,0.00000000
2,fold2:290_class-38,290_class-38,0.90101624,0.92755914,0.92755914,1,1,0,1,1,0.00000000,0.02654290,0.02654290
2,fold2:291_class-38,291_class-38,0.35507259,0.35507259,0.35507259,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:292_class-18,292_class-18,0.03276640,0.86054158,0.86054158,2,2,0,1,1,0.00000000,0.82777518,0.82777518
2,fold2:293_class-22,293_class-22,0.71510541,0.71584225,0.71510541,3,0,1,1,1,-0.00073683,0.00073683,0.00000000
2,fold2:294_class-42,294_class-42,0.48720390,0.47185543,0.48720390,4,0,1,0,1,0.01534846,-0.01534846,0.00000000
2,fold2:295_class-50,295_class-50,0.45111692,0.44769570,0.44769570,2,2,0,0,0,0.00000000,-0.00342122,-0.00342122
2,fold2:296_class-74,296_class-74,0.41924688,0.33955032,0.41924688,3,0,1,0,1,0.07969657,-0.07969657,0.00000000
2,fold2:297_class-22,297_class-22,0.74671578,0.74573100,0.74671578,5,0,1,0,1,0.00098479,-0.00098479,0.00000000
2,fold2:298_class-30,298_class-30,0.53175360,0.74476624,0.53175360,5,0,1,1,1,-0.21301264,0.21301264,0.00000000
2,fold2:299_class-2,299_class-2,0.44960198,0.44960198,0.44960198,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:300_class-78,300_class-78,0.45985824,0.48784864,0.48784864,1,1,0,1,1,0.00000000,0.02799040,0.02799040
2,fold2:301_class-70,301_class-70,0.45862341,0.35434029,0.35434029,4,4,0,0,0,0.00000000,-0.10428312,-0.10428312
2,fold2:302_class-38,302_class-38,0.49526781,0.45727181,0.45727181,5,5,0,0,0,0.00000000,-0.03799599,-0.03799599
2,fold2:303_class-78,303_class-78,0.65749645,0.95009542,0.95009542,4,4,0,1,1,0.00000000,0.29259896,0.29259896
2,fold2:304_class-74,304_class-74,0.60983932,0.47721413,0.47721413,3,3,0,0,0,0.00000000,-0.13262519,-0.13262519
2,fold2:305_class-26,305_class-26,0.39301926,0.38972288,0.38972288,1,1,0,0,0,0.00000000,-0.00329638,-0.00329638
2,fold2:306_class-66,306_class-66,0.39239591,0.42007798,0.42007798,3,3,0,1,1,0.00000000,0.02768207,0.02768207
2,fold2:307_class-2,307_class-2,0.36557528,0.36557528,0.36557528,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:308_class-70,308_class-70,0.27307710,0.29673642,0.29673642,4,4,0,1,1,0.00000000,0.02365932,0.02365932
2,fold2:309_class-78,309_class-78,0.41253659,0.79812539,0.79812539,2,2,0,1,1,0.00000000,0.38558879,0.38558879
2,fold2:310_class-46,310_class-46,0.64702690,0.62210393,0.62210393,2,2,0,0,0,0.00000000,-0.02492297,-0.02492297
2,fold2:311_class-54,311_class-54,0.73093104,0.64909965,0.64909965,3,3,0,0,0,0.00000000,-0.08183140,-0.08183140
2,fold2:312_class-18,312_class-18,0.64839047,0.64840621,0.64839047,4,0,1,1,1,-0.00001574,0.00001574,0.00000000
2,fold2:313_class-46,313_class-46,0.43199182,0.43541142,0.43199182,4,0,1,1,1,-0.00341961,0.00341961,0.00000000
2,fold2:314_class-70,314_class-70,0.68418032,0.74125284,0.68418032,3,0,1,1,1,-0.05707252,0.05707252,0.00000000
2,fold2:315_class-66,315_class-66,0.66045856,0.66035974,0.66035974,4,4,0,0,0,0.00000000,-0.00009882,-0.00009882
2,fold2:316_class-22,316_class-22,0.91825539,0.91769612,0.91825539,5,0,1,0,1,0.00055927,-0.00055927,0.00000000
2,fold2:317_class-74,317_class-74,0.65230131,0.29878616,0.29878616,3,3,0,0,0,0.00000000,-0.35351515,-0.35351515
2,fold2:318_class-26,318_class-26,0.72797060,0.95800316,0.95800316,5,5,0,1,1,0.00000000,0.23003256,0.23003256
2,fold2:319_class-62,319_class-62,0.34482154,0.47415811,0.47415811,5,5,0,1,1,0.00000000,0.12933657,0.12933657
2,fold2:320_class-26,320_class-26,0.35876963,0.35876963,0.35876963,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:321_class-58,321_class-58,0.88310707,0.91274786,0.88310707,4,0,1,1,1,-0.02964079,0.02964079,0.00000000
2,fold2:322_class-30,322_class-30,0.44118166,0.43956989,0.43956989,2,2,0,0,0,0.00000000,-0.00161177,-0.00161177
2,fold2:323_class-62,323_class-62,0.88327456,0.88532639,0.88327456,2,0,1,1,1,-0.00205183,0.00205183,0.00000000
2,fold2:324_class-30,324_class-30,0.34900013,0.69770455,0.69770455,5,5,0,1,1,0.00000000,0.34870443,0.34870443
2,fold2:325_class-34,325_class-34,0.56947237,0.91356641,0.91356641,4,4,0,1,1,0.00000000,0.34409404,0.34409404
2,fold2:326_class-50,326_class-50,0.37630048,0.37630048,0.37630048,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:327_class-54,327_class-54,0.70983124,0.97367668,0.70983124,2,0,1,1,1,-0.26384544,0.26384544,0.00000000
2,fold2:328_class-2,328_class-2,0.41026148,0.41138139,0.41026148,3,0,1,1,1,-0.00111991,0.00111991,0.00000000
2,fold2:329_class-74,329_class-74,0.45099953,0.45099953,0.45099953,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:330_class-2,330_class-2,0.43130839,0.43130839,0.43130839,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:331_class-30,331_class-30,0.58136922,0.88591921,0.58136922,1,0,1,1,1,-0.30454999,0.30454999,0.00000000
2,fold2:332_class-74,332_class-74,0.43123424,0.49456534,0.43123424,5,0,1,1,1,-0.06333110,0.06333110,0.00000000
2,fold2:333_class-26,333_class-26,0.41757354,0.44930384,0.44930384,4,4,0,1,1,0.00000000,0.03173029,0.03173029
2,fold2:334_class-2,334_class-2,0.37867436,0.31875056,0.31875056,2,2,0,0,0,0.00000000,-0.05992380,-0.05992380
2,fold2:335_class-30,335_class-30,0.53931284,0.58976406,0.58976406,3,3,0,1,1,0.00000000,0.05045122,0.05045122
2,fold2:336_class-18,336_class-18,0.37178844,0.37178844,0.37178844,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:337_class-6,337_class-6,0.95435429,0.90359688,0.90359688,1,1,0,0,0,0.00000000,-0.05075741,-0.05075741
2,fold2:338_class-70,338_class-70,0.47011065,0.46894872,0.47011065,1,0,1,0,1,0.00116193,-0.00116193,0.00000000
2,fold2:339_class-2,339_class-2,0.48323509,0.57511383,0.57511383,5,5,0,1,1,0.00000000,0.09187874,0.09187874
2,fold2:340_class-70,340_class-70,0.42736343,0.79930365,0.79930365,2,2,0,1,1,0.00000000,0.37194023,0.37194023
2,fold2:341_class-46,341_class-46,0.29942858,0.29942858,0.29942858,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:342_class-34,342_class-34,0.47121719,0.45068055,0.47121719,3,0,1,0,1,0.02053663,-0.02053663,0.00000000
2,fold2:343_class-10,343_class-10,0.83752131,0.88793492,0.88793492,1,1,0,1,1,0.00000000,0.05041361,0.05041361
2,fold2:344_class-42,344_class-42,0.33748096,0.34798208,0.34798208,2,2,0,1,1,0.00000000,0.01050112,0.01050112
2,fold2:345_class-26,345_class-26,0.31575447,0.46332234,0.46332234,1,1,0,1,1,0.00000000,0.14756787,0.14756787
2,fold2:346_class-58,346_class-58,0.55069047,0.59376270,0.59376270,2,2,0,1,1,0.00000000,0.04307222,0.04307222
2,fold2:347_class-22,347_class-22,0.21420418,0.21420418,0.21420418,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:348_class-22,348_class-22,0.71591598,0.71591598,0.71591598,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:349_class-18,349_class-18,0.66047466,0.66736805,0.66736805,3,3,0,1,1,0.00000000,0.00689340,0.00689340
2,fold2:350_class-74,350_class-74,0.37768486,0.56015033,0.37768486,1,0,1,1,1,-0.18246546,0.18246546,0.00000000
2,fold2:351_class-46,351_class-46,0.41969424,0.41969424,0.41969424,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:352_class-2,352_class-2,0.59960955,0.60587007,0.60587007,4,4,0,1,1,0.00000000,0.00626051,0.00626051
2,fold2:353_class-58,353_class-58,0.44067866,0.58251536,0.58251536,3,3,0,1,1,0.00000000,0.14183670,0.14183670
2,fold2:354_class-58,354_class-58,0.38782591,0.40115309,0.40115309,1,1,0,1,1,0.00000000,0.01332718,0.01332718
2,fold2:355_class-70,355_class-70,0.37306678,0.37559164,0.37306678,5,0,1,1,1,-0.00252485,0.00252485,0.00000000
2,fold2:356_class-66,356_class-66,0.44333717,0.44334090,0.44333717,2,0,1,1,1,-0.00000373,0.00000373,0.00000000
2,fold2:357_class-18,357_class-18,0.53580606,0.66108114,0.66108114,5,5,0,1,1,0.00000000,0.12527508,0.12527508
2,fold2:358_class-22,358_class-22,0.77940369,0.71989119,0.77940369,2,0,1,0,1,0.05951250,-0.05951250,0.00000000
2,fold2:359_class-78,359_class-78,0.89950740,0.94429976,0.94429976,2,2,0,1,1,0.00000000,0.04479235,0.04479235
2,fold2:360_class-50,360_class-50,0.33434266,0.40166926,0.33434266,4,0,1,1,1,-0.06732661,0.06732661,0.00000000
2,fold2:361_class-78,361_class-78,0.44003519,0.44715345,0.44003519,1,0,1,1,1,-0.00711825,0.00711825,0.00000000
2,fold2:362_class-26,362_class-26,0.64784706,0.63653672,0.63653672,2,2,0,0,0,0.00000000,-0.01131034,-0.01131034
2,fold2:363_class-6,363_class-6,0.38515562,0.71071380,0.38515562,5,0,1,1,1,-0.32555819,0.32555819,0.00000000
2,fold2:364_class-34,364_class-34,0.49285427,0.48180664,0.49285427,1,0,1,0,1,0.01104763,-0.01104763,0.00000000
2,fold2:365_class-14,365_class-14,0.33079040,0.37750006,0.37750006,1,1,0,1,1,0.00000000,0.04670966,0.04670966
2,fold2:366_class-30,366_class-30,0.14957114,0.56042218,0.14957114,5,0,1,1,1,-0.41085105,0.41085105,0.00000000
2,fold2:367_class-62,367_class-62,0.43625244,0.43625244,0.43625244,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:368_class-6,368_class-6,0.54000437,0.54000437,0.54000437,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:369_class-42,369_class-42,0.46595860,0.47510287,0.47510287,5,5,0,1,1,0.00000000,0.00914428,0.00914428
2,fold2:370_class-62,370_class-62,0.39056048,0.37655783,0.37655783,2,2,0,0,0,0.00000000,-0.01400265,-0.01400265
2,fold2:371_class-34,371_class-34,0.44621003,0.46109864,0.46109864,1,1,0,1,1,0.00000000,0.01488861,0.01488861
2,fold2:372_class-30,372_class-30,0.80665779,0.91541600,0.91541600,5,5,0,1,1,0.00000000,0.10875821,0.10875821
2,fold2:373_class-30,373_class-30,0.52592754,0.52592754,0.52592754,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:374_class-66,374_class-66,0.68930757,0.91953039,0.68930757,1,0,1,1,1,-0.23022282,0.23022282,0.00000000
2,fold2:375_class-22,375_class-22,0.94586223,0.94586223,0.94586223,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:376_class-62,376_class-62,0.35509309,0.35509309,0.35509309,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:377_class-30,377_class-30,0.55638731,0.49194631,0.49194631,1,1,0,0,0,0.00000000,-0.06444100,-0.06444100
2,fold2:378_class-30,378_class-30,0.19637270,0.20133086,0.19637270,5,0,1,1,1,-0.00495815,0.00495815,0.00000000
2,fold2:379_class-22,379_class-22,0.92652786,0.81456476,0.81456476,3,3,0,0,0,0.00000000,-0.11196309,-0.11196309
2,fold2:380_class-58,380_class-58,0.53869545,0.46558350,0.53869545,3,0,1,0,1,0.07311195,-0.07311195,0.00000000
2,fold2:381_class-54,381_class-54,0.56427771,0.89185500,0.89185500,2,2,0,1,1,0.00000000,0.32757729,0.32757729
2,fold2:382_class-30,382_class-30,0.18551718,0.24237585,0.18551718,1,0,1,1,1,-0.05685867,0.05685867,0.00000000
2,fold2:383_class-18,383_class-18,0.73452437,0.53521746,0.53521746,5,5,0,0,0,0.00000000,-0.19930691,-0.19930691
2,fold2:384_class-50,384_class-50,0.64204735,0.65064394,0.65064394,4,4,0,1,1,0.00000000,0.00859660,0.00859660
2,fold2:385_class-58,385_class-58,0.65083337,0.89173996,0.89173996,1,1,0,1,1,0.00000000,0.24090660,0.24090660
2,fold2:386_class-2,386_class-2,0.74284339,0.75595021,0.75595021,3,3,0,1,1,0.00000000,0.01310682,0.01310682
2,fold2:387_class-34,387_class-34,0.52302921,0.42384464,0.52302921,5,0,1,0,1,0.09918457,-0.09918457,0.00000000
2,fold2:388_class-30,388_class-30,0.41650537,0.41627505,0.41627505,1,1,0,0,0,0.00000000,-0.00023031,-0.00023031
2,fold2:389_class-14,389_class-14,0.63193285,0.00489507,0.63193285,3,0,1,0,1,0.62703778,-0.62703778,0.00000000
2,fold2:390_class-2,390_class-2,0.35163087,0.40675640,0.40675640,4,4,0,1,1,0.00000000,0.05512553,0.05512553
2,fold2:391_class-74,391_class-74,0.42749250,0.42991868,0.42991868,3,3,0,1,1,0.00000000,0.00242618,0.00242618
2,fold2:392_class-14,392_class-14,0.71234691,0.37228414,0.37228414,3,3,0,0,0,0.00000000,-0.34006277,-0.34006277
2,fold2:393_class-34,393_class-34,0.77690554,0.94967830,0.94967830,4,4,0,1,1,0.00000000,0.17277277,0.17277277
2,fold2:394_class-30,394_class-30,0.75409293,0.48233381,0.48233381,2,2,0,0,0,0.00000000,-0.27175912,-0.27175912
2,fold2:395_class-38,395_class-38,0.47563511,0.65395987,0.65395987,1,1,0,1,1,0.00000000,0.17832476,0.17832476
2,fold2:396_class-34,396_class-34,0.46538705,0.46538705,0.46538705,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:397_class-54,397_class-54,0.35506421,0.38581848,0.35506421,1,0,1,1,1,-0.03075427,0.03075427,0.00000000
2,fold2:398_class-2,398_class-2,0.15646723,0.15819226,0.15646723,5,0,1,1,1,-0.00172503,0.00172503,0.00000000
2,fold2:399_class-26,399_class-26,0.40133011,0.72573024,0.72573024,5,5,0,1,1,0.00000000,0.32440013,0.32440013
2,fold2:400_class-54,400_class-54,0.24824671,0.33274883,0.24824671,5,0,1,1,1,-0.08450212,0.08450212,0.00000000
2,fold2:401_class-22,401_class-22,0.32101023,0.49568051,0.49568051,1,1,0,1,1,0.00000000,0.17467028,0.17467028
2,fold2:402_class-6,402_class-6,0.44730204,0.85433030,0.44730204,4,0,1,1,1,-0.40702826,0.40702826,0.00000000
2,fold2:403_class-62,403_class-62,0.79964215,0.94250280,0.94250280,1,1,0,1,1,0.00000000,0.14286065,0.14286065
2,fold2:404_class-38,404_class-38,0.53420615,0.51583403,0.53420615,5,0,1,0,1,0.01837212,-0.01837212,0.00000000
2,fold2:405_class-66,405_class-66,0.52063328,0.52063328,0.52063328,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:406_class-66,406_class-66,0.39484715,0.44157997,0.44157997,2,2,0,1,1,0.00000000,0.04673281,0.04673281
2,fold2:407_class-54,407_class-54,0.59697765,0.54608572,0.59697765,1,0,1,0,1,0.05089194,-0.05089194,0.00000000
2,fold2:408_class-78,408_class-78,0.32723257,0.94639337,0.94639337,4,4,0,1,1,0.00000000,0.61916080,0.61916080
2,fold2:409_class-46,409_class-46,0.44898891,0.44898891,0.44898891,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:410_class-54,410_class-54,0.47943118,0.47943118,0.47943118,0,0,0,1,1,0.00000000,0.00000000,0.00000000
2,fold2:411_class-46,411_class-46,0.40456873,0.40207174,0.40456873,1,0,1,0,1,0.00249699,-0.00249699,0.00000000
2,fold2:412_class-78,412_class-78,0.83852780,0.83851016,0.83852780,2,0,1,0,1,0.00001764,-0.00001764,0.00000000
2,fold2:413_class-2,413_class-2,0.48511955,0.48148680,0.48511955,4,0,1,0,1,0.00363275,-0.00363275,0.00000000
2,fold2:414_class-30,414_class-30,0.69625759,0.70872468,0.70872468,3,3,0,1,1,0.00000000,0.01246709,0.01246709
